Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
FDN02,16.5,Low Fat,0.073827748,Canned,208.8638,OUT046,Supermarket Type1,2484.7656
FDE51,,Regular,0.168901843,Dairy,43.4086,OUT019,Grocery Store,44.6086
FDM22,14.0,Regular,0.041949832,Snack Foods,54.06399999999999,OUT035,Supermarket Type1,1118.544
FDD38,16.75,Regular,0.00819018,Canned,103.7674,OUT035,Supermarket Type1,2852.2872
FDU37,9.5,Regular,0.0,Canned,79.596,OUT046,Supermarket Type1,1038.648
FDR36,6.715,Regular,0.121563385,Baking Goods,43.7454,OUT035,Supermarket Type1,545.2902
FDK26,,Regular,0.056338482,Canned,184.624,OUT019,Grocery Store,1304.968
FDQ36,7.855,Regular,0.161516894,Baking Goods,37.0848,OUT035,Supermarket Type1,447.4176
FDJ58,,Regular,0.184359831,Snack Foods,172.6764,OUT019,Grocery Store,858.882
FDO36,,Low Fat,0.136417078,Baking Goods,179.766,OUT019,Grocery Store,179.766
NCQ43,,Low Fat,0.194874778,Others,110.2912,OUT019,Grocery Store,218.3824
FDW55,12.6,Regular,0.0,Fruits and Vegetables,248.8092,OUT035,Supermarket Type1,6723.2484
NCS53,,Low Fat,0.157190017,Health and Hygiene,156.8604,OUT019,Grocery Store,316.9208
FDG31,,Low Fat,0.066351687,Meat,65.0826,OUT019,Grocery Store,193.7478
FDO28,,Low Fat,0.126585095,Frozen Foods,122.4098,OUT019,Grocery Store,120.5098
NCP05,19.6,Low Fat,0.025286583,Health and Hygiene,151.8024,OUT046,Supermarket Type1,1366.2216
FDX11,16.0,Regular,0.106752081,Baking Goods,181.4634,OUT046,Supermarket Type1,1090.5804
DRF23,4.61,Low Fat,0.0,Hard Drinks,173.8396,OUT046,Supermarket Type1,1221.0772
FDC46,17.7,Low Fat,0.116520447,Snack Foods,186.0266,OUT035,Supermarket Type1,2950.8256
NCW41,18.0,Low Fat,0.015447454,Health and Hygiene,159.2604,OUT035,Supermarket Type1,3961.51
NCQ41,14.8,Low Fat,0.019476708,Health and Hygiene,193.0794,OUT035,Supermarket Type1,3901.588
FDN44,13.15,Low Fat,0.022795611,Fruits and Vegetables,160.192,OUT046,Supermarket Type1,1597.92
FDW02,4.805,Regular,0.037699423,Dairy,125.5704,OUT046,Supermarket Type1,3880.2824
NCM53,18.75,Low Fat,0.052040915,Health and Hygiene,105.728,OUT046,Supermarket Type1,2024.032
FDE28,9.5,Regular,0.132521929,Frozen Foods,228.6668,OUT035,Supermarket Type1,4146.6024
FDU45,15.6,Regular,0.035506142000000004,Snack Foods,112.4518,OUT046,Supermarket Type1,3301.7022
FDO44,12.6,Low Fat,0.087436672,Fruits and Vegetables,109.9228,OUT035,Supermarket Type1,663.1368
FDR07,,Low Fat,0.136119549,Fruits and Vegetables,94.1094,OUT019,Grocery Store,190.4188
FDJ45,17.75,Low Fat,0.07339676099999999,Seafood,35.1216,OUT035,Supermarket Type1,830.9184
DRG25,10.5,Low Fat,0.019046089,Soft Drinks,188.424,OUT035,Supermarket Type1,2237.088
DRG27,8.895,Low Fat,0.105110692,Dairy,41.1138,OUT046,Supermarket Type1,690.4346
FDZ58,17.85,Low Fat,0.052176861,Snack Foods,122.8072,OUT046,Supermarket Type1,857.5504
FDY47,8.6,Regular,0.054484461,Breads,130.131,OUT046,Supermarket Type1,1557.9720000000002
NCS29,9.0,Low Fat,0.06953231,Health and Hygiene,266.5884,OUT035,Supermarket Type1,6624.71
FDG53,10.0,Low Fat,0.045848263,Frozen Foods,138.518,OUT035,Supermarket Type1,2237.088
FDV26,20.25,Regular,0.07616045099999999,Dairy,196.2794,OUT046,Supermarket Type1,2731.1116
FDM02,12.5,Regular,0.07373505799999999,Canned,87.1198,OUT046,Supermarket Type1,1657.1762
FDB51,6.92,Low Fat,0.038446805,Dairy,63.5852,OUT035,Supermarket Type1,751.0224
DRM11,6.57,Low Fat,0.066069578,Hard Drinks,261.0278,OUT046,Supermarket Type1,4165.2448
FDO52,11.6,Regular,0.077164595,Frozen Foods,172.5106,OUT046,Supermarket Type1,2566.659
FDC33,8.96,Regular,0.068925304,Fruits and Vegetables,196.9768,OUT035,Supermarket Type1,2759.0752
FDZ10,,Low Fat,0.077849833,Snack Foods,127.202,OUT019,Grocery Store,506.008
FDU03,18.7,Regular,0.091560606,Meat,182.3292,OUT035,Supermarket Type1,3831.0132
FDQ32,,Regular,0.081605462,Fruits and Vegetables,122.3388,OUT019,Grocery Store,371.5164
FDI38,13.35,Regular,0.014626901,Canned,207.7638,OUT046,Supermarket Type1,3520.0846
FDO52,11.6,Regular,0.07715000400000001,Frozen Foods,170.2106,OUT035,Supermarket Type1,1882.2166
FDS57,,Low Fat,0.181114059,Snack Foods,141.64700000000005,OUT019,Grocery Store,429.441
FDR22,19.35,Regular,0.018562604,Snack Foods,110.5544,OUT046,Supermarket Type1,1565.9616
NCQ38,,LF,0.023402893,Others,108.228,OUT019,Grocery Store,213.056
DRK11,,Low Fat,0.018847114,Hard Drinks,148.0392,OUT019,Grocery Store,447.4176
FDE09,,Low Fat,0.037824735,Fruits and Vegetables,109.7228,OUT019,Grocery Store,331.5684
FDG09,20.6,Regular,0.047936284,Fruits and Vegetables,185.7556,OUT046,Supermarket Type1,3942.8676
FDI33,16.5,Low Fat,0.028418817,Snack Foods,92.8146,OUT046,Supermarket Type1,2097.9358
FDO16,5.48,Low Fat,0.015108193999999997,Frozen Foods,83.725,OUT046,Supermarket Type1,1165.15
FDM22,,Regular,0.073462632,Snack Foods,52.364,OUT019,Grocery Store,53.264
FDN60,15.1,Low Fat,0.095140088,Baking Goods,159.9604,OUT035,Supermarket Type1,2852.2872
DRC36,13.0,reg,0.044976367,Soft Drinks,176.2054,OUT035,Supermarket Type1,1225.7378
FDE02,,Low Fat,0.212293753,Canned,92.2778,OUT019,Grocery Store,469.389
FDW26,,Regular,0.187443314,Dairy,220.4772,OUT019,Grocery Store,444.7544
FDD50,18.85,Low Fat,0.14161543599999998,Canned,169.0132,OUT035,Supermarket Type1,1860.2452
NCD18,16.0,Low Fat,0.0,Household,228.8668,OUT046,Supermarket Type1,1612.5676
FDD39,16.7,Low Fat,0.070154899,Dairy,218.185,OUT046,Supermarket Type1,5193.24
FDN01,8.895,Low Fat,0.0,Breakfast,178.437,OUT046,Supermarket Type1,1235.059
FDU04,7.93,Low Fat,0.005547386,Frozen Foods,121.5414,OUT035,Supermarket Type1,1340.2554
NCS30,5.945,Low Fat,0.093026207,Household,128.7652,OUT046,Supermarket Type1,516.6608
DRJ35,10.1,Low Fat,0.046584552,Hard Drinks,61.2878,OUT046,Supermarket Type1,1272.3438
NCT41,15.7,Low Fat,0.055979703,Health and Hygiene,151.9024,OUT035,Supermarket Type1,1062.6168
DRE27,11.85,Low Fat,0.132645493,Dairy,96.9726,OUT035,Supermarket Type1,1174.4712
FDS36,8.38,Regular,0.04688734,Baking Goods,107.957,OUT046,Supermarket Type1,2966.139
FDD11,12.85,LF,0.0,Starchy Foods,254.704,OUT035,Supermarket Type1,2530.04
FDA13,,Low Fat,0.137539574,Canned,38.8506,OUT019,Grocery Store,37.9506
NCX42,,Low Fat,0.010467749,Household,162.9526,OUT019,Grocery Store,822.263
FDJ46,11.1,Low Fat,0.044814962,Snack Foods,174.4054,OUT035,Supermarket Type1,4027.4242
FDH05,14.35,Regular,0.090913642,Frozen Foods,231.2984,OUT046,Supermarket Type1,3243.7776
NCP50,17.35,Low Fat,0.020559846,Others,78.7618,OUT046,Supermarket Type1,1288.9888
FDK16,9.065,Low Fat,0.115307979,Frozen Foods,97.0094,OUT035,Supermarket Type1,856.8846
FDD34,7.945,Low Fat,0.015873285,Snack Foods,161.321,OUT035,Supermarket Type1,2773.057
FDB46,10.5,Regular,0.093746136,Snack Foods,211.9244,OUT035,Supermarket Type1,4869.6612
FDQ08,,Regular,0.033144602999999995,Fruits and Vegetables,62.7536,OUT019,Grocery Store,61.2536
FDR44,6.11,Regular,0.102901425,Fruits and Vegetables,128.4968,OUT035,Supermarket Type1,1435.4648
FDR08,18.7,Low Fat,0.037622954,Fruits and Vegetables,110.7886,OUT046,Supermarket Type1,1334.2632
FDI05,8.35,Regular,0.12686971800000002,Frozen Foods,74.4354,OUT046,Supermarket Type1,1128.531
FDM10,18.25,Low Fat,0.07595723,Snack Foods,214.1218,OUT035,Supermarket Type1,1282.3308
FDP11,,Low Fat,0.120986139,Breads,216.1166,OUT019,Grocery Store,435.4332
FDH41,,LF,0.143591586,Frozen Foods,213.5534,OUT019,Grocery Store,430.1068
FDU45,,Regular,0.06216667,Snack Foods,112.3518,OUT019,Grocery Store,683.1108
FDK15,10.8,Low Fat,0.098395216,Meat,100.8042,OUT035,Supermarket Type1,1488.063
NCP17,19.35,Low Fat,0.027714371,Health and Hygiene,65.6168,OUT046,Supermarket Type1,830.9184
FDF57,,Regular,0.102999154,Fruits and Vegetables,169.9448,OUT019,Grocery Store,170.4448
NCV54,,Low Fat,0.057969482,Household,119.3124,OUT019,Grocery Store,474.0496
FDC34,,Regular,0.30247887100000004,Snack Foods,155.4972,OUT019,Grocery Store,311.5944
FDK20,,Regular,0.07276208599999999,Fruits and Vegetables,120.9072,OUT019,Grocery Store,122.5072
FDB27,7.575,Low Fat,0.055379648,Dairy,198.1768,OUT035,Supermarket Type1,5321.0736
NCQ50,18.75,Low Fat,0.0,Household,213.3218,OUT035,Supermarket Type1,3419.5488
NCL55,12.15,Low Fat,0.06464846,Others,253.404,OUT035,Supermarket Type1,4807.076
FDG28,9.285,Regular,0.049280292,Frozen Foods,245.6144,OUT046,Supermarket Type1,3920.2304
FDI08,18.2,Regular,0.066297055,Fruits and Vegetables,247.1092,OUT046,Supermarket Type1,2241.0828
FDI15,13.8,Low Fat,0.141325834,Dairy,265.0884,OUT035,Supermarket Type1,8479.6288
FDH47,13.5,Regular,0.128791854,Starchy Foods,95.4068,OUT035,Supermarket Type1,1944.136
NCT29,,Low Fat,0.112249603,Health and Hygiene,123.3414,OUT019,Grocery Store,243.6828
NCQ05,11.395,LF,0.021602001000000003,Health and Hygiene,149.1708,OUT035,Supermarket Type1,2708.4744
FDT14,10.695,Regular,0.12770295,Dairy,120.444,OUT035,Supermarket Type1,2516.724
FDC48,9.195,Low Fat,0.015859294,Baking Goods,84.5592,OUT046,Supermarket Type1,2559.3352
FDC56,7.72,Low Fat,0.121497742,Fruits and Vegetables,119.744,OUT035,Supermarket Type1,3355.632
NCN26,10.85,LF,0.028674471,Household,115.1808,OUT035,Supermarket Type1,3866.9664
NCR06,12.5,Low Fat,0.00676387,Household,40.8112,OUT035,Supermarket Type1,553.9456
NCA05,20.75,Low Fat,0.025130632000000003,Health and Hygiene,150.0734,OUT046,Supermarket Type1,2524.0478
FDP04,15.35,Low Fat,0.013812772,Frozen Foods,64.7168,OUT046,Supermarket Type1,1022.6688
FDA47,10.5,Regular,0.116673795,Baking Goods,161.721,OUT046,Supermarket Type1,3588.6620000000007
FDU24,,Regular,0.245407386,Baking Goods,92.812,OUT019,Grocery Store,93.212
FDI15,13.8,Low Fat,0.141352562,Dairy,264.1884,OUT046,Supermarket Type1,3179.8608
FDY59,8.195,Low Fat,0.031397503,Baking Goods,91.3462,OUT035,Supermarket Type1,1388.193
FDC52,,Regular,0.014497036,Dairy,150.8708,OUT019,Grocery Store,150.4708
FDN48,13.35,Low Fat,0.064938448,Baking Goods,90.0804,OUT035,Supermarket Type1,1561.9668
FDB41,19.0,Regular,0.097294728,Frozen Foods,47.7718,OUT035,Supermarket Type1,1039.9796
FDT55,13.6,Regular,0.043646901,Fruits and Vegetables,155.7946,OUT035,Supermarket Type1,3471.4812
FDT57,15.2,Low Fat,0.019031184,Snack Foods,235.5248,OUT035,Supermarket Type1,4740.496
FDY22,16.5,Regular,0.159720671,Snack Foods,144.5128,OUT046,Supermarket Type1,3595.32
FDB45,,Low Fat,0.037345714,Fruits and Vegetables,106.5306,OUT019,Grocery Store,104.5306
FDX58,13.15,Low Fat,0.043755405,Snack Foods,182.895,OUT035,Supermarket Type1,3112.615
NCX06,,LF,0.02746599,Household,181.5976,OUT019,Grocery Store,543.2928
NCT06,,Low Fat,0.06782445599999999,Household,167.7842,OUT019,Grocery Store,165.7842
FDH56,,Regular,0.11173569,Fruits and Vegetables,115.9492,OUT019,Grocery Store,115.8492
FDB09,16.25,Low Fat,0.05738523900000001,Fruits and Vegetables,126.2046,OUT035,Supermarket Type1,1369.5506
FDB33,,Low Fat,0.025527994,Fruits and Vegetables,157.5262,OUT019,Grocery Store,477.3786
FDU51,20.2,Regular,0.096495426,Meat,175.6028,OUT035,Supermarket Type1,3364.9532
NCE30,,Low Fat,0.173574402,Household,214.0902,OUT019,Grocery Store,1061.951
FDQ14,9.27,LF,0.061775607,Dairy,150.105,OUT035,Supermarket Type1,2696.49
NCW29,,Low Fat,0.050535312,Health and Hygiene,130.031,OUT019,Grocery Store,129.83100000000002
FDK27,11.0,Low Fat,0.008944844,Meat,122.3756,OUT035,Supermarket Type1,2059.9852
DRL49,13.15,Low Fat,0.056418354,Soft Drinks,142.4812,OUT035,Supermarket Type1,2422.1804
FDG08,,Regular,0.28952283300000003,Fruits and Vegetables,172.0764,OUT019,Grocery Store,171.7764
FDS19,13.8,Regular,0.06420727700000001,Fruits and Vegetables,76.0012,OUT046,Supermarket Type1,1214.4192
FDR25,17.0,Regular,0.139521931,Canned,266.8884,OUT046,Supermarket Type1,5034.7796
FDK24,9.195,Low Fat,0.101294945,Baking Goods,46.2744,OUT046,Supermarket Type1,1086.5856
NCN06,8.39,Low Fat,0.120474481,Household,165.5868,OUT035,Supermarket Type1,1965.4416
FDS08,5.735,Low Fat,0.05695045,Fruits and Vegetables,177.937,OUT035,Supermarket Type1,1587.933
NCX30,16.7,Low Fat,0.026620627,Household,249.2776,OUT046,Supermarket Type1,4210.5192
FDH31,,Regular,0.0,Meat,98.2042,OUT019,Grocery Store,198.4084
FDR19,13.5,Regular,0.159720671,Fruits and Vegetables,147.6102,OUT046,Supermarket Type1,4082.6856
FDI52,18.7,Low Fat,0.104658344,Frozen Foods,121.2072,OUT035,Supermarket Type1,1470.0864
NCF06,6.235,Low Fat,0.020198354,Household,257.9962,OUT046,Supermarket Type1,517.9924
FDG16,15.25,Low Fat,0.08981680800000001,Frozen Foods,217.3192,OUT046,Supermarket Type1,5608.6992
FDR14,11.65,Low Fat,0.174049032,Dairy,52.9298,OUT046,Supermarket Type1,647.1576
FDJ10,5.095,Regular,0.129479176,Snack Foods,139.7838,OUT035,Supermarket Type1,1264.3542
NCY54,8.43,Low Fat,0.17769484600000002,Household,171.1422,OUT046,Supermarket Type1,2586.633
FDP26,7.785,Low Fat,0.139552827,Dairy,105.6306,OUT046,Supermarket Type1,418.1224
NCK53,11.6,Low Fat,0.037581243,Health and Hygiene,98.9042,OUT046,Supermarket Type1,1488.063
FDX13,7.725,Low Fat,0.047782959000000014,Canned,249.1092,OUT046,Supermarket Type1,2490.092
NCP55,,low fat,0.019592289,Others,56.9614,OUT019,Grocery Store,221.0456
FDO56,,Regular,0.078758649,Fruits and Vegetables,116.3808,OUT019,Grocery Store,234.3616
FDX45,,Low Fat,0.18358896,Snack Foods,154.66299999999995,OUT019,Grocery Store,312.926
NCA41,16.75,Low Fat,0.032586709,Health and Hygiene,191.9162,OUT046,Supermarket Type1,4040.7402
FDE44,14.65,Low Fat,0.17138805,Fruits and Vegetables,50.7692,OUT046,Supermarket Type1,1034.6532
DRH39,20.7,Low Fat,0.0,Dairy,78.467,OUT046,Supermarket Type1,1607.9070000000004
FDU33,,Regular,0.235859408,Snack Foods,46.1402,OUT019,Grocery Store,45.9402
NCI54,15.2,Low Fat,0.033599041,Household,107.7912,OUT046,Supermarket Type1,1091.912
NCG18,15.3,Low Fat,0.0,Household,103.5332,OUT035,Supermarket Type1,3383.5956
FDN49,17.25,Regular,0.125200788,Breakfast,41.648,OUT035,Supermarket Type1,679.1160000000001
FDE17,20.1,Regular,0.054445198,Frozen Foods,151.7366,OUT035,Supermarket Type1,4836.3712
FDT15,,Regular,0.074729835,Meat,183.795,OUT019,Grocery Store,549.285
FDP46,15.35,Low Fat,0.074601506,Snack Foods,90.983,OUT035,Supermarket Type1,1348.245
DRG01,,Low Fat,0.078576075,Soft Drinks,78.467,OUT019,Grocery Store,229.701
DRJ11,9.5,Low Fat,0.085075063,Hard Drinks,189.0872,OUT035,Supermarket Type1,3970.8312
FDA51,8.05,Regular,0.16467959699999998,Dairy,112.1518,OUT046,Supermarket Type1,1252.3698
FDG34,11.5,Regular,0.037563325,Snack Foods,109.5254,OUT035,Supermarket Type1,1627.881
NCY53,20.0,Low Fat,0.05848134,Health and Hygiene,113.3544,OUT046,Supermarket Type1,2572.6512
FDL15,,Low Fat,0.081651443,Meat,152.5682,OUT019,Grocery Store,152.4682
FDO12,15.75,Low Fat,0.054920146,Baking Goods,195.8452,OUT035,Supermarket Type1,4893.63
NCB18,19.6,Low Fat,0.041291169,Household,86.9514,OUT046,Supermarket Type1,1416.8224
FDS23,,Low Fat,0.246678647,Breads,129.7994,OUT019,Grocery Store,385.4982
FDS32,17.75,Regular,0.029648306,Fruits and Vegetables,142.4838,OUT035,Supermarket Type1,1264.3542
FDK33,,Low Fat,0.019671473,Snack Foods,214.756,OUT019,Grocery Store,213.056
FDO31,6.76,Regular,0.028982682000000006,Fruits and Vegetables,79.596,OUT046,Supermarket Type1,1438.128
FDG10,,Regular,0.019153299,Snack Foods,57.6588,OUT019,Grocery Store,400.8116
FDZ13,7.84,Regular,0.153494979,Canned,48.935,OUT046,Supermarket Type1,798.96
FDC58,10.195,Low Fat,0.041934387,Snack Foods,44.6428,OUT035,Supermarket Type1,615.1992
FDM24,6.135,Regular,0.07931236700000001,Baking Goods,151.7366,OUT035,Supermarket Type1,3325.0052
FDS12,9.1,Low Fat,0.174085625,Baking Goods,124.6362,OUT035,Supermarket Type1,2390.8878
NCP06,20.7,Low Fat,0.039245805,Household,151.4366,OUT046,Supermarket Type1,1511.366
FDJ16,9.195,Low Fat,0.114885647,Frozen Foods,59.6246,OUT046,Supermarket Type1,1100.5674
NCB18,,Low Fat,0.072295507,Household,89.7514,OUT019,Grocery Store,88.5514
FDH38,6.425,Low Fat,0.010436256,Canned,115.5808,OUT035,Supermarket Type1,3749.7856
FDP49,,Regular,0.120965853,Breakfast,55.8614,OUT019,Grocery Store,110.5228
FDC46,17.7,Low Fat,0.116542484,Snack Foods,182.6266,OUT046,Supermarket Type1,3504.1054
NCZ42,10.5,Low Fat,0.011285795,Household,235.8248,OUT035,Supermarket Type1,4266.4464
NCN18,8.895,Low Fat,0.0,Household,111.9544,OUT035,Supermarket Type1,1565.9616
FDH04,6.115,Regular,0.011372972,Frozen Foods,89.6488,OUT046,Supermarket Type1,1267.6832
FDR15,9.3,Regular,0.033437991,Meat,153.2314,OUT046,Supermarket Type1,2326.971
FDQ52,17.0,Low Fat,0.119362409,Frozen Foods,249.4434,OUT035,Supermarket Type1,5960.2416
FDH28,15.85,Regular,0.110010191,Frozen Foods,38.8506,OUT035,Supermarket Type1,341.5554
FDO60,20.0,Low Fat,0.034363029,Baking Goods,43.5086,OUT035,Supermarket Type1,401.4774
DRL01,19.5,Regular,0.077157727,Soft Drinks,232.4958,OUT035,Supermarket Type1,2804.3496
FDN57,,Low Fat,0.094957079,Snack Foods,143.5154,OUT019,Grocery Store,567.2616
FDP27,,Low Fat,0.20914265,Meat,190.953,OUT019,Grocery Store,379.506
DRL47,19.7,Low Fat,0.038736781,Hard Drinks,127.4362,OUT046,Supermarket Type1,1510.0344
NCA05,,Low Fat,0.044000492,Health and Hygiene,148.2734,OUT019,Grocery Store,296.9468
FDC32,18.35,Low Fat,0.099090261,Fruits and Vegetables,94.0462,OUT035,Supermarket Type1,555.2772
FDE38,6.52,Low Fat,0.044607161,Canned,164.2842,OUT046,Supermarket Type1,2818.3314
FDI35,14.0,Low Fat,0.041283361,Starchy Foods,182.4634,OUT035,Supermarket Type1,5452.901999999999
NCP54,15.35,Low Fat,0.035143024,Household,124.373,OUT035,Supermarket Type1,2093.9410000000007
NCK30,14.85,Low Fat,0.060967038,Household,254.3698,OUT035,Supermarket Type1,4566.0564
FDA35,14.85,Regular,0.053837561,Baking Goods,120.8072,OUT046,Supermarket Type1,4287.752
DRB24,8.785,Low Fat,0.020573334,Soft Drinks,156.4656,OUT035,Supermarket Type1,2162.5184
FDZ43,11.0,Regular,0.057058545,Fruits and Vegetables,241.7512,OUT046,Supermarket Type1,3635.268
NCL07,,Low Fat,0.05486977,Others,40.548,OUT019,Grocery Store,39.948
FDU58,6.61,Regular,0.029006239,Snack Foods,186.0898,OUT035,Supermarket Type1,2619.2572
FDI26,5.94,Low Fat,0.034880142999999995,Canned,177.9344,OUT035,Supermarket Type1,4460.86
NCM19,12.65,Low Fat,0.047237246,Others,112.5202,OUT046,Supermarket Type1,787.6414
NCE07,8.18,Low Fat,0.013130031,Household,142.6154,OUT046,Supermarket Type1,709.077
FDC17,12.15,Low Fat,0.015460726,Frozen Foods,211.8928,OUT046,Supermarket Type1,5890.9984
FDT52,9.695,Regular,0.047420609,Frozen Foods,246.0144,OUT035,Supermarket Type1,4165.2448
FDP08,20.5,Regular,0.112410046,Fruits and Vegetables,192.2478,OUT046,Supermarket Type1,3874.956
FDF39,14.85,Regular,0.019511288,Dairy,262.591,OUT046,Supermarket Type1,4996.8290000000015
FDQ32,17.85,Regular,0.046599684,Fruits and Vegetables,125.1388,OUT035,Supermarket Type1,1981.4208
FDN49,17.25,Regular,0.125224466,Breakfast,41.24800000000001,OUT046,Supermarket Type1,679.1160000000001
DRA59,,Regular,0.223985293,Soft Drinks,186.2924,OUT019,Grocery Store,555.2772
FDW40,14.0,Regular,0.105145451,Frozen Foods,144.2812,OUT046,Supermarket Type1,4844.3608
NCW17,18.0,Low Fat,0.019382568,Health and Hygiene,129.3994,OUT035,Supermarket Type1,3340.9844
FDG45,8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,OUT035,Supermarket Type1,6371.706
FDX52,11.5,Regular,0.041994624,Frozen Foods,194.782,OUT035,Supermarket Type1,3475.476
NCG54,12.1,Low Fat,0.079806266,Household,172.1106,OUT046,Supermarket Type1,3422.212
FDN56,5.46,Regular,0.107057186,Fruits and Vegetables,144.9786,OUT046,Supermarket Type1,2022.7004
FDY56,,Regular,0.109274313,Fruits and Vegetables,225.3062,OUT019,Grocery Store,677.1186
FDB35,,Regular,0.113139486,Starchy Foods,92.9804,OUT019,Grocery Store,183.7608
NCT06,17.1,Low Fat,0.038730229,Household,166.2842,OUT035,Supermarket Type1,4807.7418
NCW54,7.5,low fat,0.096413261,Household,55.3588,OUT046,Supermarket Type1,1030.6584
NCE54,20.7,Low Fat,0.02689477,Household,76.7354,OUT035,Supermarket Type1,2482.7682
FDB23,,Regular,0.00978492,Starchy Foods,225.9062,OUT019,Grocery Store,451.4124
DRL49,13.15,Low Fat,0.056429024,Soft Drinks,144.2812,OUT046,Supermarket Type1,1282.3308
FDT03,21.25,Low Fat,0.009998763,Meat,182.3608,OUT046,Supermarket Type1,551.2824
DRM37,,LF,0.168780127,Soft Drinks,197.8768,OUT019,Grocery Store,197.0768
DRG15,6.13,Low Fat,0.076721393,Dairy,59.4536,OUT035,Supermarket Type1,2021.3688
FDV19,,Regular,0.06173052,Fruits and Vegetables,159.1578,OUT019,Grocery Store,160.4578
NCV54,11.1,Low Fat,0.0,Household,119.1124,OUT046,Supermarket Type1,1303.6364
FDW34,9.6,Low Fat,0.035579135,Snack Foods,244.417,OUT046,Supermarket Type1,1944.136
FDV19,14.85,Regular,0.03525037,Fruits and Vegetables,160.9578,OUT035,Supermarket Type1,2246.4092
NCE19,8.97,Low Fat,0.092997032,Household,55.2956,OUT035,Supermarket Type1,873.5296
DRE25,15.35,Low Fat,0.073283193,Soft Drinks,91.812,OUT046,Supermarket Type1,1771.0279999999998
NCX42,6.36,Low Fat,0.005977465,Household,163.3526,OUT035,Supermarket Type1,2631.2416
FDD04,,Low Fat,0.157528118,Dairy,142.9154,OUT019,Grocery Store,141.8154
FDF12,8.235,Low Fat,0.08242785400000001,Baking Goods,149.3076,OUT046,Supermarket Type1,2808.3444
NCW41,18.0,Low Fat,0.015450376000000004,Health and Hygiene,158.9604,OUT046,Supermarket Type1,1584.604
FDH31,12.0,Regular,0.020411155,Meat,98.6042,OUT046,Supermarket Type1,1091.2462
FDW12,8.315,Regular,0.035572183,Baking Goods,144.4444,OUT046,Supermarket Type1,2902.888
NCI55,18.6,Low Fat,0.012651172,Household,123.1414,OUT035,Supermarket Type1,2314.9866
FDS03,7.825,Low Fat,0.079613553,Meat,65.0826,OUT035,Supermarket Type1,1162.4868
DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,OUT046,Supermarket Type1,2013.3792
FDL28,,Regular,0.0,Frozen Foods,230.0668,OUT019,Grocery Store,691.1004
FDX04,19.6,Regular,0.041571557,Frozen Foods,49.9376,OUT046,Supermarket Type1,623.1888
FDZ19,6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,OUT046,Supermarket Type1,2988.1104
FDB45,20.85,Low Fat,0.021329793,Fruits and Vegetables,105.5306,OUT046,Supermarket Type1,940.7754
FDA50,16.25,Low Fat,0.08717513699999999,Dairy,98.341,OUT046,Supermarket Type1,1351.5739999999996
DRF23,4.61,Low Fat,0.122629121,Hard Drinks,175.4396,OUT035,Supermarket Type1,2616.594
FDY55,,LF,0.0,Fruits and Vegetables,258.3988,OUT019,Grocery Store,256.9988
FDO21,11.6,Regular,0.009761175,Snack Foods,226.9404,OUT035,Supermarket Type1,1800.3232
FDA27,20.35,Regular,0.030927632000000007,Dairy,256.8672,OUT046,Supermarket Type1,3579.3408
FDC22,6.89,Regular,0.136428395,Snack Foods,193.982,OUT046,Supermarket Type1,1737.7379999999996
FDU28,,Regular,0.164438907,Frozen Foods,188.4214,OUT019,Grocery Store,376.8428
FDQ27,5.19,Regular,0.044252621,Meat,102.599,OUT046,Supermarket Type1,1651.184
FDX38,,Regular,0.084404264,Dairy,49.5376,OUT019,Grocery Store,143.8128
FDS32,17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,OUT046,Supermarket Type1,2669.1922
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,Supermarket Type1,2651.2156
FDK34,13.35,Low Fat,0.038519399,Snack Foods,236.8564,OUT035,Supermarket Type1,5005.4844
FDS11,,Regular,0.097275777,Breads,223.9088,OUT019,Grocery Store,223.7088
FDN38,,Regular,0.161030847,Canned,251.2408,OUT019,Grocery Store,1001.3632
FDE17,20.1,Regular,0.054455495,Frozen Foods,149.5366,OUT046,Supermarket Type1,2871.5954
FDH50,15.0,Regular,0.16143544,Canned,185.1266,OUT046,Supermarket Type1,2766.399000000001
DRF03,19.1,Low Fat,0.045308131,Dairy,42.5138,OUT046,Supermarket Type1,649.8208
FDI21,5.59,Regular,0.056592115,Snack Foods,65.0168,OUT035,Supermarket Type1,447.4176
FDL27,6.17,Low Fat,0.010630949,Meat,65.9826,OUT046,Supermarket Type1,1162.4868
FDS45,5.175,Regular,0.029490377,Snack Foods,107.6622,OUT035,Supermarket Type1,2858.2794
NCG43,,Low Fat,0.129983688,Household,93.0462,OUT019,Grocery Store,185.0924
NCQ29,,Low Fat,0.182493512,Health and Hygiene,258.8278,OUT019,Grocery Store,1041.3112
FDI57,19.85,Low Fat,0.054015429,Seafood,196.3768,OUT035,Supermarket Type1,4138.6128
FDY31,5.98,Low Fat,0.043554614000000005,Fruits and Vegetables,148.2418,OUT035,Supermarket Type1,2354.2688
