Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
FDP28,13.65,Regular,0.080640478,Frozen Foods,262.6936,OUT046,Supermarket Type1,4175.8976
DRB13,6.115,Regular,0.007043008000000001,Soft Drinks,190.35299999999998,OUT035,Supermarket Type1,569.259
FDO58,19.6,Low Fat,0.039569689,Snack Foods,165.9526,OUT035,Supermarket Type1,2631.2416
NCE19,8.97,Low Fat,0.09301462,Household,52.7956,OUT046,Supermarket Type1,1037.3164
FDY04,17.7,Regular,0.042468412999999997,Frozen Foods,162.421,OUT035,Supermarket Type1,1468.089
FDE33,,Regular,0.08690553599999999,Fruits and Vegetables,78.8644,OUT019,Grocery Store,314.2576
NCG30,20.2,LF,0.11232121800000001,Household,123.6046,OUT046,Supermarket Type1,2988.1104
FDU60,20.0,Regular,0.059889718,Baking Goods,168.5132,OUT035,Supermarket Type1,2874.9244
FDT40,5.985,Low Fat,0.0,Frozen Foods,125.2678,OUT035,Supermarket Type1,1017.3424
FDU20,19.35,Regular,0.021453492999999997,Fruits and Vegetables,120.3098,OUT035,Supermarket Type1,2530.7058
FDS01,11.6,Low Fat,0.017744998999999997,Canned,177.9686,OUT046,Supermarket Type1,1244.3802
FDJ28,12.3,Low Fat,0.021860985,Frozen Foods,193.3162,OUT046,Supermarket Type1,3078.6592
DRF36,16.1,Low Fat,0.023577297999999997,Soft Drinks,192.6846,OUT046,Supermarket Type1,2866.2690000000002
DRA59,8.27,Regular,0.127927931,Soft Drinks,184.8924,OUT046,Supermarket Type1,4442.2176
FDH21,,Low Fat,0.054670967,Seafood,158.6604,OUT019,Grocery Store,316.9208
DRH59,10.8,Low Fat,0.05843345,Hard Drinks,74.738,OUT046,Supermarket Type1,1025.3319999999999
FDH09,12.6,Low Fat,0.05606697,Seafood,50.7982,OUT035,Supermarket Type1,473.3838
FDR12,,Regular,0.055213280999999996,Baking Goods,172.4764,OUT019,Grocery Store,687.1056
FDL20,17.1,Low Fat,0.0,Fruits and Vegetables,111.9886,OUT046,Supermarket Type1,3002.0922
FDT26,18.85,Regular,0.067940657,Dairy,119.044,OUT035,Supermarket Type1,1198.44
NCZ06,19.6,Low Fat,0.094161662,Household,251.9698,OUT046,Supermarket Type1,4566.0564
FDS56,5.785,Regular,0.038756864,Fruits and Vegetables,260.7252,OUT046,Supermarket Type1,6033.4796
FDN25,7.895,Regular,0.061163967,Breakfast,59.2588,OUT035,Supermarket Type1,801.6232
DRK49,,LF,0.0,Soft Drinks,40.5138,OUT019,Grocery Store,40.6138
FDW32,,Regular,0.165101585,Fruits and Vegetables,87.7882,OUT019,Grocery Store,515.3292
DRB48,16.75,Regular,0.024848787999999997,Soft Drinks,39.9822,OUT035,Supermarket Type1,746.3618
FDP25,15.2,Low Fat,0.021203509,Canned,216.3824,OUT035,Supermarket Type1,6114.7072
FDC05,13.1,Regular,0.098765906,Frozen Foods,196.3768,OUT035,Supermarket Type1,2167.8448
FDH52,,Regular,0.076868664,Frozen Foods,62.1194,OUT019,Grocery Store,123.8388
NCH43,8.42,Low Fat,0.070555571,Household,216.0192,OUT035,Supermarket Type1,2372.9112
FDR01,5.405,Regular,0.053611144000000006,Canned,197.7742,OUT035,Supermarket Type1,796.2968
NCB31,,Low Fat,0.20778348300000002,Household,262.291,OUT019,Grocery Store,525.982
FDC35,7.435,Low Fat,0.122837694,Starchy Foods,208.7638,OUT046,Supermarket Type1,3105.9570000000003
FDA32,14.0,Low Fat,0.030094192000000002,Fruits and Vegetables,215.7192,OUT046,Supermarket Type1,1078.596
FDB58,,Regular,0.02363057,Snack Foods,141.7154,OUT019,Grocery Store,425.4462
NCO54,,low fat,0.024992442,Household,53.6614,OUT019,Grocery Store,165.7842
FDI09,20.75,Regular,0.129337594,Seafood,238.188,OUT046,Supermarket Type1,5033.448
NCQ42,,Low Fat,0.06875355799999999,Household,127.9678,OUT019,Grocery Store,254.3356
FDC20,10.65,LF,0.023971463,Fruits and Vegetables,54.0272,OUT046,Supermarket Type1,447.4176
FDS08,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.33700000000002,OUT046,Supermarket Type1,1764.37
FDT07,5.82,Regular,0.077319079,Fruits and Vegetables,255.433,OUT046,Supermarket Type1,4357.661
NCX29,10.0,Low Fat,0.089135671,Health and Hygiene,146.9102,OUT035,Supermarket Type1,3207.8244
FDG22,17.6,Regular,0.041373331,Snack Foods,38.119,OUT035,Supermarket Type1,732.38
FDZ21,17.6,Regular,0.03922186,Snack Foods,97.241,OUT046,Supermarket Type1,193.082
FDJ50,8.645,Low Fat,0.021581922000000003,Canned,53.3982,OUT035,Supermarket Type1,1209.7586
FDV35,19.5,Low Fat,0.12820600099999999,Breads,155.9314,OUT046,Supermarket Type1,3878.285
FDQ12,,Low Fat,0.061999648,Baking Goods,230.00099999999998,OUT019,Grocery Store,689.1030000000001
FDV46,,Low Fat,0.022074764,Snack Foods,141.418,OUT019,Grocery Store,559.2719999999999
FDM28,,Low Fat,0.079146113,Frozen Foods,181.46599999999998,OUT019,Grocery Store,179.766
NCW17,18.0,Low Fat,0.019386234,Health and Hygiene,126.8994,OUT046,Supermarket Type1,3083.9856
NCY29,,Low Fat,0.135226962,Health and Hygiene,56.293,OUT019,Grocery Store,113.186
FDT27,11.395,Regular,0.06958717099999999,Meat,234.6616,OUT046,Supermarket Type1,4687.232
FDX25,16.7,LF,0.10205577699999999,Canned,184.0292,OUT046,Supermarket Type1,3101.2964
FDD47,7.6,Regular,0.14238384699999998,Starchy Foods,172.3448,OUT035,Supermarket Type1,2556.672
NCC55,10.695,Low Fat,0.06375108,Household,36.7848,OUT035,Supermarket Type1,782.9808
FDA38,,Low Fat,0.04461205,Dairy,241.1538,OUT019,Grocery Store,480.7076
FDK44,16.6,Low Fat,0.12220437099999999,Fruits and Vegetables,173.5738,OUT035,Supermarket Type1,1911.5118
FDZ57,10.0,Regular,0.037764307000000004,Snack Foods,127.2994,OUT046,Supermarket Type1,642.497
FDT20,10.5,LF,0.041387618,Fruits and Vegetables,40.1164,OUT035,Supermarket Type1,849.5608
FDQ36,,Regular,0.0,Baking Goods,38.1848,OUT019,Grocery Store,37.2848
FDA20,6.78,Low Fat,0.06660848700000001,Fruits and Vegetables,184.62400000000002,OUT035,Supermarket Type1,5406.295999999999
FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,OUT035,Supermarket Type1,930.1226
DRK47,7.905,Low Fat,0.06406438,Hard Drinks,229.2694,OUT046,Supermarket Type1,1826.9552
FDE41,,reg,0.0,Frozen Foods,83.7566,OUT019,Grocery Store,253.6698
FDE46,18.6,Low Fat,0.015766712,Snack Foods,152.9366,OUT035,Supermarket Type1,1662.5026
FDF22,6.865,Low Fat,0.056830682,Snack Foods,214.0218,OUT046,Supermarket Type1,5556.7668
FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,OUT035,Supermarket Type1,1022.6688
DRM35,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,OUT035,Supermarket Type1,3033.3848
FDV16,7.75,Regular,0.08293069900000001,Frozen Foods,35.2558,OUT046,Supermarket Type1,780.9834
NCK07,10.65,Low Fat,0.048686689000000005,Others,164.1526,OUT046,Supermarket Type1,1808.9786
FDZ45,,Low Fat,0.11709121300000001,Snack Foods,197.9084,OUT019,Grocery Store,992.0419999999999
FDB37,20.25,Regular,0.022940826,Baking Goods,241.8538,OUT046,Supermarket Type1,5768.4912
FDZ60,20.5,Low Fat,0.119339241,Baking Goods,106.0596,OUT035,Supermarket Type1,970.7364
FDC51,10.895,Regular,0.009620041999999999,Dairy,121.67299999999999,OUT035,Supermarket Type1,1970.7679999999998
FDS04,10.195,Regular,0.14666293800000002,Frozen Foods,138.6838,OUT046,Supermarket Type1,2388.2246
NCC30,16.6,Low Fat,0.027579198,Household,178.7344,OUT046,Supermarket Type1,1605.9096
FDX43,5.655,Low Fat,0.085258864,Fruits and Vegetables,165.85,OUT035,Supermarket Type1,1830.95
NCD19,8.93,Low Fat,0.013179388,Household,55.1614,OUT046,Supermarket Type1,939.4438
NCI54,15.2,Low Fat,0.033592687,Household,108.1912,OUT035,Supermarket Type1,1856.2504
FDF40,,Regular,0.03941584,Dairy,247.8092,OUT019,Grocery Store,498.0184
NCU05,11.8,Low Fat,0.05872513099999999,Health and Hygiene,82.3618,OUT035,Supermarket Type1,1208.427
DRJ37,10.8,Low Fat,0.061101382999999995,Soft Drinks,151.9024,OUT046,Supermarket Type1,2580.6408
NCS06,,Low Fat,0.055566935,Household,263.591,OUT019,Grocery Store,262.991
NCQ50,18.75,Low Fat,0.034307348,Household,215.2218,OUT046,Supermarket Type1,4701.8796
FDX50,20.1,Low Fat,0.07462720099999999,Dairy,110.3228,OUT046,Supermarket Type1,1768.3648
FDG22,17.6,Regular,0.041381156,Snack Foods,35.019,OUT046,Supermarket Type1,659.1419999999999
DRG48,5.78,Low Fat,0.014555066,Soft Drinks,145.2102,OUT046,Supermarket Type1,3062.0142
DRL47,19.7,Low Fat,0.038729457,Hard Drinks,127.3362,OUT035,Supermarket Type1,755.0172
FDK02,,Low Fat,0.196490902,Canned,120.544,OUT019,Grocery Store,479.376
FDS52,8.89,low fat,0.005474515,Frozen Foods,99.7016,OUT046,Supermarket Type1,1922.8304
FDW01,14.5,Low Fat,0.064048405,Canned,153.4682,OUT035,Supermarket Type1,1677.1502
FDR58,6.675,Low Fat,0.041921462,Snack Foods,92.3462,OUT046,Supermarket Type1,2406.2012
FDY45,17.5,Low Fat,0.0,Snack Foods,253.0356,OUT035,Supermarket Type1,4578.0408
FDZ01,8.975,Regular,0.009058845,Canned,103.399,OUT046,Supermarket Type1,2579.975
FDX49,4.615,Regular,0.101812521,Canned,232.23,OUT035,Supermarket Type1,5126.66
FDJ44,12.3,Regular,0.106327251,Fruits and Vegetables,172.8396,OUT046,Supermarket Type1,2616.594
FDZ52,19.2,Low Fat,0.100055601,Frozen Foods,112.4886,OUT035,Supermarket Type1,1223.0746
FDQ13,11.1,LF,0.010639596000000001,Canned,84.1908,OUT035,Supermarket Type1,755.0172
NCJ42,,Low Fat,0.025039776,Household,102.7332,OUT019,Grocery Store,410.1328
FDH10,,Low Fat,0.08632670699999999,Snack Foods,192.6478,OUT019,Grocery Store,387.4956
NCG42,19.2,Low Fat,0.041220035,Household,131.231,OUT035,Supermarket Type1,3635.268
FDR35,12.5,Low Fat,0.020693809,Breads,199.1742,OUT035,Supermarket Type1,4379.6324
FDT45,15.85,Low Fat,0.057302606,Snack Foods,53.3956,OUT035,Supermarket Type1,600.5516
DRE49,20.75,Low Fat,0.0,Soft Drinks,153.0024,OUT035,Supermarket Type1,2428.8384
FDA31,7.1,Low Fat,0.109990885,Fruits and Vegetables,172.908,OUT035,Supermarket Type1,2769.728
FDY25,12.0,Low Fat,0.033974436000000004,Canned,181.8976,OUT046,Supermarket Type1,4527.44
FDT03,21.25,Low Fat,0.009996872,Meat,185.5608,OUT035,Supermarket Type1,3123.9336
FDV09,,Low Fat,0.036012919,Snack Foods,148.0734,OUT019,Grocery Store,593.8936
FDY11,6.71,Regular,0.029560451,Baking Goods,65.8142,OUT046,Supermarket Type1,856.8846
DRE15,13.35,Low Fat,0.0,Dairy,77.6012,OUT046,Supermarket Type1,986.7156
NCS38,8.6,Low Fat,0.090191431,Household,112.9176,OUT046,Supermarket Type1,458.0704
FDY21,,LF,0.30374337,Snack Foods,196.011,OUT019,Grocery Store,589.2330000000001
FDH41,9.0,Low Fat,0.08201152099999999,Frozen Foods,213.3534,OUT046,Supermarket Type1,1935.4806
NCF07,9.0,Low Fat,0.03201648,Household,99.6016,OUT035,Supermarket Type1,1922.8304
FDC57,,Regular,0.09558797599999999,Fruits and Vegetables,193.982,OUT019,Grocery Store,579.246
FDQ33,13.35,Low Fat,0.091189915,Snack Foods,149.3708,OUT035,Supermarket Type1,4514.124
FDQ27,,Regular,0.077480627,Meat,101.399,OUT019,Grocery Store,206.398
FDD20,14.15,LF,0.020714523000000002,Fruits and Vegetables,124.2046,OUT046,Supermarket Type1,2490.092
FDS24,20.85,Regular,0.062212712999999996,Baking Goods,88.1514,OUT035,Supermarket Type1,1151.1682
FDM01,7.895,Regular,0.094567181,Breakfast,104.5332,OUT046,Supermarket Type1,1845.5976
FDQ39,14.8,Low Fat,0.081042136,Meat,192.4846,OUT046,Supermarket Type1,5159.2842
DRG37,16.2,Low Fat,0.019374768,Soft Drinks,155.8972,OUT035,Supermarket Type1,2025.3636
FDV59,13.35,Low Fat,0.048027043,Breads,218.9166,OUT046,Supermarket Type1,5660.6316
FDP60,17.35,Low Fat,0.055908268,Baking Goods,99.8016,OUT035,Supermarket Type1,607.2096
FDW28,18.25,Low Fat,0.088807455,Frozen Foods,197.3452,OUT035,Supermarket Type1,2740.4328
FDT25,7.5,Low Fat,0.050750977,Canned,122.2072,OUT046,Supermarket Type1,1960.1152
FDQ12,12.65,Low Fat,0.035404052000000005,Baking Goods,230.601,OUT035,Supermarket Type1,2067.3089999999997
FDR60,14.3,Low Fat,0.13039045800000001,Baking Goods,77.2328,OUT035,Supermarket Type1,231.6984
FDG46,,Regular,0.057620562,Snack Foods,115.4518,OUT019,Grocery Store,113.8518
FDU01,,Regular,0.021002171,Canned,185.1924,OUT019,Grocery Store,555.2772
FDI41,18.5,Regular,0.06225692099999999,Frozen Foods,148.0418,OUT046,Supermarket Type1,2059.9852
FDQ28,14.0,Regular,0.060427062000000004,Frozen Foods,153.5656,OUT046,Supermarket Type1,3089.312
NCK05,,Low Fat,0.135612397,Health and Hygiene,61.1536,OUT019,Grocery Store,61.2536
FDD02,16.6,LF,0.0,Canned,118.8124,OUT046,Supermarket Type1,2607.2728
FDL28,10.0,Regular,0.063162608,Frozen Foods,228.6668,OUT035,Supermarket Type1,3455.502
FDR10,17.6,Low Fat,0.010037996,Snack Foods,163.5552,OUT035,Supermarket Type1,3086.6488
FDR15,9.3,Regular,0.033431669,Meat,153.1314,OUT035,Supermarket Type1,4653.942
FDF47,20.85,Low Fat,0.097618234,Starchy Foods,223.9746,OUT046,Supermarket Type1,897.4984
FDH14,17.1,Regular,0.046808552999999996,Canned,141.4838,OUT046,Supermarket Type1,1404.838
FDK60,16.5,Regular,0.093846532,Baking Goods,95.7068,OUT035,Supermarket Type1,1069.2748
FDC02,21.35,Low Fat,0.068809463,Canned,258.5278,OUT035,Supermarket Type1,5206.556
FDT56,16.0,Regular,0.115570552,Fruits and Vegetables,57.5246,OUT035,Supermarket Type1,173.7738
FDI07,12.35,Regular,0.033760862,Meat,196.9426,OUT046,Supermarket Type1,5141.3076
FDW34,9.6,Low Fat,0.0,Snack Foods,244.817,OUT035,Supermarket Type1,4374.306
FDF35,15.0,Low Fat,0.15396020900000001,Starchy Foods,105.9938,OUT035,Supermarket Type1,1179.1318
FDG29,17.6,Low Fat,0.05629192,Frozen Foods,42.5454,OUT046,Supermarket Type1,419.454
FDS44,12.65,Regular,0.15604396,Fruits and Vegetables,239.6538,OUT046,Supermarket Type1,3845.6608
FDZ10,17.85,Low Fat,0.044463490999999994,Snack Foods,127.102,OUT046,Supermarket Type1,2024.0320000000002
DRL35,15.7,low fat,0.030697825,Hard Drinks,42.876999999999995,OUT035,Supermarket Type1,1168.479
FDT45,15.85,Low Fat,0.057313443,Snack Foods,53.3956,OUT046,Supermarket Type1,1364.89
DRJ24,,Low Fat,0.19842484100000002,Soft Drinks,185.2924,OUT019,Grocery Store,370.1848
FDH33,,LF,0.213125482,Snack Foods,44.9428,OUT019,Grocery Store,175.7712
NCN26,10.85,Low Fat,0.028679893999999997,Household,115.1808,OUT046,Supermarket Type1,2109.2544
FDE51,5.925,Regular,0.09644909,Dairy,43.8086,OUT035,Supermarket Type1,312.2602
NCQ06,13.0,Low Fat,0.041816615,Household,254.5014,OUT035,Supermarket Type1,4845.0266
FDY33,14.5,Regular,0.09720112800000001,Snack Foods,159.4262,OUT046,Supermarket Type1,2705.1454
FDU14,17.75,Low Fat,0.034746076,Dairy,248.275,OUT035,Supermarket Type1,998.7
FDK03,12.6,Regular,0.073920438,Dairy,255.6356,OUT046,Supermarket Type1,2797.6916
FDE08,,Low Fat,0.08635240300000001,Fruits and Vegetables,149.8734,OUT019,Grocery Store,445.4202
FDR23,,Low Fat,0.143199389,Breads,175.83700000000002,OUT019,Grocery Store,352.874
FDC45,,Low Fat,0.237651344,Fruits and Vegetables,170.2106,OUT019,Grocery Store,171.1106
FDE53,10.895,Low Fat,0.026880159,Frozen Foods,106.428,OUT046,Supermarket Type1,1491.392
FDT09,15.15,Regular,0.012260981,Snack Foods,131.7284,OUT035,Supermarket Type1,1186.4556
NCT18,14.6,Low Fat,0.059405152,Household,179.6976,OUT046,Supermarket Type1,3621.952
FDL43,10.1,Low Fat,0.027059264,Meat,76.467,OUT035,Supermarket Type1,1761.0410000000002
FDJ53,10.5,Low Fat,0.071244438,Frozen Foods,119.2098,OUT035,Supermarket Type1,1325.6078
NCQ02,12.6,Low Fat,0.007455054,Household,186.9556,OUT035,Supermarket Type1,3942.8676
NCJ05,18.7,Low Fat,0.046088273,Health and Hygiene,153.6682,OUT046,Supermarket Type1,3506.7686
FDA48,12.1,Low Fat,0.11487406,Baking Goods,221.4114,OUT046,Supermarket Type1,5099.3622
FDF44,7.17,Regular,0.059716729,Fruits and Vegetables,130.9968,OUT035,Supermarket Type1,2348.9424
FDS24,20.85,Regular,0.062224479000000006,Baking Goods,88.1514,OUT046,Supermarket Type1,1682.4766
FDJ55,12.8,Regular,0.023530952999999997,Meat,223.5404,OUT046,Supermarket Type1,1800.3232
FDK58,11.35,Regular,0.0,Snack Foods,103.0016,OUT035,Supermarket Type1,2125.2336
NCB19,6.525,Low Fat,0.090295708,Household,84.6882,OUT046,Supermarket Type1,601.2174
FDD05,,Low Fat,0.029084547999999998,Frozen Foods,122.0098,OUT019,Grocery Store,361.5294
FDD04,16.0,Low Fat,0.089971292,Dairy,143.2154,OUT046,Supermarket Type1,1701.7848
DRH13,,Low Fat,0.041821227,Soft Drinks,107.62799999999999,OUT019,Grocery Store,213.05599999999998
NCO02,11.15,Low Fat,0.07335428599999999,Others,66.8142,OUT035,Supermarket Type1,2372.9112
FDQ07,15.1,Regular,0.087406863,Fruits and Vegetables,221.8456,OUT046,Supermarket Type1,663.1368
FDV44,8.365,Regular,0.039844429,Fruits and Vegetables,190.1188,OUT046,Supermarket Type1,1904.1879999999999
NCL05,19.6,Low Fat,0.04788860599999999,Health and Hygiene,42.277,OUT035,Supermarket Type1,605.878
FDT28,13.3,Low Fat,0.06356617,Frozen Foods,151.3708,OUT046,Supermarket Type1,3611.2992
FDB58,10.5,Regular,0.013493914,Snack Foods,143.7154,OUT035,Supermarket Type1,3119.9388
FDN45,19.35,Low Fat,0.11810276900000001,Snack Foods,224.8088,OUT046,Supermarket Type1,2013.3792
FDJ38,8.6,Regular,0.040205535,Canned,188.753,OUT046,Supermarket Type1,7590.12
FDJ04,18.0,Low Fat,0.12445204800000001,Frozen Foods,118.5124,OUT046,Supermarket Type1,1303.6364
FDI57,19.85,Low Fat,0.054025644000000005,Seafood,197.2768,OUT046,Supermarket Type1,6503.5344
FDI56,7.325,Low Fat,0.09338538099999999,Fruits and Vegetables,91.3146,OUT046,Supermarket Type1,1641.8628
FDM25,10.695,Regular,0.060654268,Breakfast,174.7712,OUT035,Supermarket Type1,3339.6528
NCY30,20.25,LF,0.025953257,Household,179.5976,OUT046,Supermarket Type1,2535.3664
FDK45,11.65,Low Fat,0.033851785,Seafood,112.186,OUT035,Supermarket Type1,1018.674
FDQ09,7.235,Low Fat,0.058121214000000004,Snack Foods,115.8834,OUT035,Supermarket Type1,1382.2008
FDC17,12.15,Low Fat,0.015457803,Frozen Foods,209.9928,OUT035,Supermarket Type1,5259.82
FDD41,6.765,Regular,0.087260103,Frozen Foods,105.0306,OUT046,Supermarket Type1,2090.612
FDU46,10.3,Regular,0.011126299999999999,Snack Foods,87.25399999999999,OUT046,Supermarket Type1,1211.756
FDG41,8.84,Regular,0.076547632,Frozen Foods,109.5228,OUT035,Supermarket Type1,1657.842
FDK56,9.695,Low Fat,0.0,Fruits and Vegetables,185.1898,OUT035,Supermarket Type1,2619.2572
NCL18,18.85,Low Fat,0.16758389,Household,194.6136,OUT046,Supermarket Type1,2721.7904
FDL14,8.115,reg,0.032152786,Canned,157.3972,OUT035,Supermarket Type1,1869.5664
NCU18,15.1,Low Fat,0.055840055,Household,139.8496,OUT046,Supermarket Type1,1411.496
FDH41,9.0,Low Fat,0.08199601299999999,Frozen Foods,216.2534,OUT035,Supermarket Type1,4301.068
FDJ48,11.3,Low Fat,0.056424145999999994,Baking Goods,247.8118,OUT035,Supermarket Type1,2223.1062
FDJ26,15.3,Regular,0.084749164,Canned,215.5218,OUT035,Supermarket Type1,4060.7142
FDK09,15.2,Low Fat,0.091763303,Snack Foods,228.5352,OUT046,Supermarket Type1,1832.2816
FDZ31,15.35,Regular,0.113195815,Fruits and Vegetables,190.8504,OUT035,Supermarket Type1,3643.2576
FDU21,,Regular,0.134327613,Snack Foods,35.0558,OUT019,Grocery Store,33.9558
FDC57,20.1,Regular,0.054584207,Fruits and Vegetables,193.382,OUT035,Supermarket Type1,4247.804
FDU22,12.35,Low Fat,0.09327891199999999,Snack Foods,118.7124,OUT035,Supermarket Type1,2607.2728
FDT55,13.6,Regular,0.043655155,Fruits and Vegetables,156.7946,OUT046,Supermarket Type1,3629.2758
FDQ57,7.275,Low Fat,0.027942357,Snack Foods,145.076,OUT035,Supermarket Type1,1611.236
FDQ16,19.7,Low Fat,0.041730507,Frozen Foods,109.2912,OUT035,Supermarket Type1,2402.2064
FDL16,,Low Fat,0.294939214,Frozen Foods,47.106,OUT019,Grocery Store,139.81799999999998
DRD12,6.96,Low Fat,0.077193561,Soft Drinks,89.9146,OUT046,Supermarket Type1,1277.0044
FDQ13,,Low Fat,0.018632082,Canned,82.9908,OUT019,Grocery Store,503.3448
FDA15,9.3,Low Fat,0.01601936,Dairy,248.5092,OUT035,Supermarket Type1,6474.2392
FDJ16,9.195,LF,0.114863923,Frozen Foods,59.0246,OUT035,Supermarket Type1,1853.5872
DRH25,18.7,Low Fat,0.0,Soft Drinks,52.2324,OUT035,Supermarket Type1,467.3916
FDU32,8.785,Low Fat,0.025962713999999998,Fruits and Vegetables,120.9414,OUT035,Supermarket Type1,1949.4624
FDQ34,,LF,0.28406587899999997,Snack Foods,105.5622,OUT019,Grocery Store,211.7244
FDS51,13.35,Low Fat,0.032180494,Meat,61.2194,OUT046,Supermarket Type1,433.4358
FDA04,11.3,Regular,0.066717378,Frozen Foods,260.8962,OUT035,Supermarket Type1,4920.9278
FDD38,16.75,Regular,0.008191729,Canned,103.5674,OUT046,Supermarket Type1,1629.8784
FDW26,11.8,Regular,0.10703694300000001,Dairy,220.3772,OUT035,Supermarket Type1,4447.544
FDQ40,11.1,Regular,0.036027524,Frozen Foods,177.2712,OUT046,Supermarket Type1,3339.6528
FDX40,12.85,Low Fat,0.0,Frozen Foods,38.3164,OUT035,Supermarket Type1,502.0132
FDU31,10.5,Regular,0.02498633,Fruits and Vegetables,216.7508,OUT035,Supermarket Type1,3038.7112
DRJ01,6.135,Low Fat,0.11503240599999999,Soft Drinks,161.0236,OUT046,Supermarket Type1,1288.9888
NCF43,8.51,Low Fat,0.051936086,Household,142.947,OUT035,Supermarket Type1,3006.087
NCS53,14.5,Low Fat,0.089778187,Health and Hygiene,158.4604,OUT046,Supermarket Type1,2693.8268
FDV57,15.25,Regular,0.065896556,Snack Foods,179.266,OUT046,Supermarket Type1,1438.128
FDR04,7.075,Low Fat,0.022566975,Frozen Foods,97.3068,OUT046,Supermarket Type1,1263.6884
FDB36,5.465,Regular,0.0,Baking Goods,129.1626,OUT046,Supermarket Type1,3672.5528
FDP45,15.7,Regular,0.030624844,Snack Foods,252.2724,OUT046,Supermarket Type1,1258.362
FDQ23,,Low Fat,0.042941559000000004,Breads,102.9332,OUT019,Grocery Store,102.5332
FDW24,6.8,Low Fat,0.03748996,Baking Goods,48.6034,OUT035,Supermarket Type1,291.6204
FDN10,11.5,Low Fat,0.046115083,Snack Foods,120.2124,OUT035,Supermarket Type1,1540.6612
FDE23,17.6,Regular,0.053170949,Starchy Foods,45.606,OUT035,Supermarket Type1,1724.422
FDV16,7.75,Regular,0.08291501700000001,Frozen Foods,34.9558,OUT035,Supermarket Type1,645.1602
DRC25,5.73,Low Fat,0.045371855,Soft Drinks,86.0882,OUT046,Supermarket Type1,1116.5466
NCE30,16.0,Low Fat,0.099136036,Household,210.3902,OUT046,Supermarket Type1,1486.7314
NCN42,20.25,Low Fat,0.014222617,Household,148.9418,OUT046,Supermarket Type1,3531.4032
NCX06,17.6,Low Fat,0.015687045,Household,182.6976,OUT046,Supermarket Type1,3440.8544
NCO18,13.15,Low Fat,0.024651269,Household,179.5686,OUT046,Supermarket Type1,1422.1488
NCL17,7.39,Low Fat,0.067766896,Health and Hygiene,140.6812,OUT035,Supermarket Type1,3704.5112
FDH19,,Low Fat,0.057933643,Meat,175.1738,OUT019,Grocery Store,347.5476
NCE30,16.0,Low Fat,0.09911729,Household,210.7902,OUT035,Supermarket Type1,4460.1942
FDB32,20.6,Low Fat,0.023448504,Fruits and Vegetables,93.9778,OUT035,Supermarket Type1,2816.3340000000003
NCO06,19.25,Low Fat,0.10803043400000001,Household,32.4558,OUT046,Supermarket Type1,101.8674
FDY44,14.15,Regular,0.024404558,Fruits and Vegetables,198.31099999999998,OUT046,Supermarket Type1,2553.343
FDF38,11.8,Regular,0.026358005,Canned,39.6138,OUT046,Supermarket Type1,365.5242
FDW59,,Low Fat,0.03627089,Breads,85.9566,OUT019,Grocery Store,169.1132
FDP34,12.85,Low Fat,0.137227848,Snack Foods,155.563,OUT046,Supermarket Type1,4224.501
FDH17,,Regular,0.029157849,Frozen Foods,97.0726,OUT019,Grocery Store,293.6178
DRY23,9.395,Regular,0.109096371,Soft Drinks,44.6112,OUT046,Supermarket Type1,511.3344
FDT27,11.395,Regular,0.069574013,Meat,232.8616,OUT035,Supermarket Type1,2812.3392
FDY16,18.35,Regular,0.09222675400000001,Frozen Foods,184.4266,OUT046,Supermarket Type1,3504.1054
DRH49,19.7,Low Fat,0.024655594,Soft Drinks,84.3592,OUT046,Supermarket Type1,743.0328
FDY51,12.5,Low Fat,0.081134826,Meat,220.0798,OUT046,Supermarket Type1,4848.3556
FDA22,7.435,Low Fat,0.084452363,Starchy Foods,165.2158,OUT046,Supermarket Type1,2840.9686
FDA33,6.48,Low Fat,0.033899898,Snack Foods,146.9076,OUT046,Supermarket Type1,2956.152
FDU11,4.785,Low Fat,0.092576144,Breads,121.0098,OUT035,Supermarket Type1,2530.7058
FDL10,8.395,Low Fat,0.039484739,Snack Foods,97.9042,OUT035,Supermarket Type1,1686.4714
NCE18,10.0,Low Fat,0.021425341,Household,250.175,OUT046,Supermarket Type1,2996.1
NCV06,11.3,Low Fat,0.066668724,Household,192.4478,OUT035,Supermarket Type1,2712.4692
FDP51,,Regular,0.14930549699999998,Meat,119.6124,OUT019,Grocery Store,592.562
FDU49,19.5,Regular,0.030688557,Canned,85.75399999999999,OUT035,Supermarket Type1,2163.85
NCV54,11.1,Low Fat,0.033102681,Household,116.6124,OUT035,Supermarket Type1,1540.6612
FDF33,7.97,LF,0.021531416,Seafood,108.4596,OUT035,Supermarket Type1,3020.0688
NCP18,12.15,Low Fat,0.028592842,Household,151.0708,OUT035,Supermarket Type1,2858.9452
DRD25,,Low Fat,0.13826987300000002,Soft Drinks,111.686,OUT019,Grocery Store,452.744
FDR31,,Regular,0.086077865,Fruits and Vegetables,143.8102,OUT019,Grocery Store,291.6204
