Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Type,Item_Outlet_Sales
NCZ54,,Low Fat,0.082955719,Household,164.0552,OUT027,Supermarket Type3,5523.4768
NCA53,11.395,low fat,0.009893817,Health and Hygiene,50.3034,OUT049,Supermarket Type1,972.068
FDD29,,Low Fat,0.018321361,Frozen Foods,255.3698,OUT027,Supermarket Type3,4819.7262
FDT58,9.0,Low Fat,0.08630486,Snack Foods,168.0816,OUT018,Supermarket Type2,2181.1608
FDJ10,,Regular,0.12887653699999999,Snack Foods,139.1838,OUT027,Supermarket Type3,4916.933
FDA38,5.44,Low Fat,0.025519534,Dairy,238.7538,OUT049,Supermarket Type1,3605.3070000000002
NCW18,15.1,Low Fat,0.059417055,Household,237.9248,OUT049,Supermarket Type1,2133.2232
FDQ44,20.5,Low Fat,0.036287517000000005,Fruits and Vegetables,121.2756,OUT018,Supermarket Type2,2181.1608
FDQ34,10.85,Low Fat,0.162903525,Snack Foods,104.9622,OUT018,Supermarket Type2,1482.0708
FDK57,,Low Fat,0.079904068,Snack Foods,120.044,OUT027,Supermarket Type3,4434.228
FDL39,,Regular,0.06302467,Dairy,181.6318,OUT027,Supermarket Type3,1263.0226
FDK08,,Regular,0.12171245900000001,Fruits and Vegetables,101.2016,OUT027,Supermarket Type3,2631.2416
DRG48,5.78,Low Fat,0.014614357,Soft Drinks,147.3102,OUT018,Supermarket Type2,2332.9632
NCF18,18.35,LF,0.08934507400000001,Household,191.9504,OUT018,Supermarket Type2,5369.0112
FDM36,11.65,Regular,0.058822142,Baking Goods,173.5422,OUT049,Supermarket Type1,3448.844
FDJ53,10.5,Low Fat,0.07136869900000001,Frozen Foods,121.3098,OUT049,Supermarket Type1,1446.1176
NCL17,7.39,Low Fat,0.068055818,Health and Hygiene,140.7812,OUT018,Supermarket Type2,1567.2932
FDW27,,Regular,0.150122794,Meat,154.5314,OUT027,Supermarket Type3,1396.1826
FDX01,10.1,LF,0.024262772000000002,Canned,117.615,OUT018,Supermarket Type2,1514.695
DRO35,13.85,Low Fat,0.034624103999999996,Hard Drinks,115.0492,OUT049,Supermarket Type1,4054.722
NCM53,18.75,Low Fat,0.052121825,Health and Hygiene,104.82799999999999,OUT049,Supermarket Type1,2343.616
DRF36,16.1,Low Fat,0.023613955,Soft Drinks,192.8846,OUT049,Supermarket Type1,5350.3688
FDW49,,Low Fat,0.082152451,Canned,179.9002,OUT027,Supermarket Type3,4119.3046
FDS03,7.825,Low Fat,0.07995298299999999,Meat,62.7826,OUT018,Supermarket Type2,1162.4868
NCK06,,Low Fat,0.008604657,Household,123.1756,OUT027,Supermarket Type3,1211.756
FDW39,,Regular,0.036731658,Meat,177.237,OUT027,Supermarket Type3,4763.799
NCO02,11.15,Low Fat,0.0,Others,65.0142,OUT049,Supermarket Type1,1120.5414
DRF13,12.1,Low Fat,0.029827665,Soft Drinks,144.3444,OUT049,Supermarket Type1,2612.5992
FDM14,,Low Fat,0.013199737,Canned,108.9254,OUT027,Supermarket Type3,2713.135
FDW32,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,OUT018,Supermarket Type2,1631.8758
FDE08,18.2,Low Fat,0.049396364000000005,Fruits and Vegetables,146.4734,OUT049,Supermarket Type1,3563.3616
FDC29,8.39,Regular,0.024243294,Frozen Foods,116.0176,OUT049,Supermarket Type1,1603.2464
FDN09,14.15,LF,0.035016754,Snack Foods,245.3828,OUT018,Supermarket Type2,1705.7796
NCV06,,Low Fat,0.066358426,Household,195.2478,OUT027,Supermarket Type3,7168.6686
DRF25,,Low Fat,0.038736754,Soft Drinks,37.319,OUT027,Supermarket Type3,1281.665
DRJ47,,Low Fat,0.04403602,Hard Drinks,173.308,OUT027,Supermarket Type3,6751.2119999999995
FDZ43,,Regular,0.056782237,Fruits and Vegetables,241.2512,OUT027,Supermarket Type3,8239.9408
FDS13,6.465,Low Fat,0.0,Canned,263.1884,OUT018,Supermarket Type2,2914.8724
FDW26,,Regular,0.106538757,Dairy,222.3772,OUT027,Supermarket Type3,1556.6404
FDQ55,13.65,Regular,0.013091186000000001,Fruits and Vegetables,114.8834,OUT018,Supermarket Type2,1612.5676
NCT17,,Low Fat,0.041663111,Health and Hygiene,188.6214,OUT027,Supermarket Type3,6029.4848
FDB17,13.15,Low Fat,0.036729122,Frozen Foods,179.7976,OUT049,Supermarket Type1,2535.3664
FDG41,8.84,Regular,0.076681143,Frozen Foods,110.7228,OUT049,Supermarket Type1,1657.842
FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,OUT049,Supermarket Type1,1505.3738
DRL01,19.5,Regular,0.07729230200000001,Soft Drinks,235.3958,OUT049,Supermarket Type1,6309.7866
FDU10,10.1,Regular,0.045763062,Snack Foods,38.4848,OUT049,Supermarket Type1,633.8416
NCS38,8.6,Low Fat,0.090558833,Household,112.6176,OUT018,Supermarket Type2,3091.9752
NCN19,13.1,Low Fat,0.012148836000000001,Others,191.35299999999998,OUT018,Supermarket Type2,1328.271
FDW21,,Regular,0.005935001,Snack Foods,98.8358,OUT027,Supermarket Type3,2010.7160000000001
FDG44,,Low Fat,0.0,Fruits and Vegetables,55.7298,OUT027,Supermarket Type3,2804.3496
FDP34,12.85,LF,0.13778685599999999,Snack Foods,157.763,OUT018,Supermarket Type2,2659.8709999999996
FDG50,7.405,Low Fat,0.015334003,Canned,92.7146,OUT018,Supermarket Type2,1185.7898
NCO42,,Low Fat,0.024536198999999998,Household,144.6102,OUT027,Supermarket Type3,3791.0652
FDR40,9.1,Regular,0.008046878,Frozen Foods,78.7618,OUT049,Supermarket Type1,402.809
FDG24,7.975,Low Fat,0.014653896000000001,Baking Goods,82.425,OUT049,Supermarket Type1,749.025
FDB56,8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,OUT049,Supermarket Type1,5257.1568
FDL20,,Low Fat,0.127792701,Fruits and Vegetables,111.1886,OUT027,Supermarket Type3,4447.544
NCZ53,,Low Fat,0.024358634,Health and Hygiene,190.4214,OUT027,Supermarket Type3,5652.642
FDP12,9.8,Regular,0.045337184,Baking Goods,36.8874,OUT049,Supermarket Type1,564.5984
FDN16,12.6,Regular,0.062797771,Frozen Foods,103.999,OUT049,Supermarket Type1,825.592
FDE04,19.75,Regular,0.018096488,Frozen Foods,179.56599999999997,OUT018,Supermarket Type2,2696.49
FDO04,16.6,Low Fat,0.026645307000000003,Frozen Foods,53.5614,OUT018,Supermarket Type2,939.4438
NCB18,,Low Fat,0.041091215,Household,89.5514,OUT027,Supermarket Type3,3364.9532
FDR56,15.5,Regular,0.101176316,Fruits and Vegetables,198.9768,OUT018,Supermarket Type2,4729.8432
FDU55,,Low Fat,0.035737372999999996,Fruits and Vegetables,260.6278,OUT027,Supermarket Type3,9371.8008
FDH05,14.35,reg,0.091054989,Frozen Foods,231.8984,OUT049,Supermarket Type1,4633.968
NCR53,12.15,Low Fat,0.14526636,Health and Hygiene,224.0404,OUT049,Supermarket Type1,3375.6059999999998
FDK16,9.065,Low Fat,0.11579959199999999,Frozen Foods,95.3094,OUT018,Supermarket Type2,1713.7692
NCO54,19.5,Low Fat,0.014332438999999999,Household,57.1614,OUT018,Supermarket Type2,1381.535
DRE27,11.85,Low Fat,0.132876847,Dairy,98.0726,OUT049,Supermarket Type1,1076.5986
NCU42,9.0,Low Fat,0.019536981000000002,Household,170.0474,OUT049,Supermarket Type1,4211.185
FDO25,,Low Fat,0.126831854,Canned,209.02700000000002,OUT027,Supermarket Type3,4613.994000000001
FDS57,15.5,Low Fat,0.103603094,Snack Foods,143.547,OUT049,Supermarket Type1,1431.47
FDI52,18.7,Low Fat,0.10484088400000001,Frozen Foods,122.1072,OUT049,Supermarket Type1,490.0288
DRK12,9.5,Low Fat,0.042056944000000006,Soft Drinks,31.89,OUT018,Supermarket Type2,366.19
FDR55,,Regular,0.131443921,Fruits and Vegetables,189.1872,OUT027,Supermarket Type3,5294.4416
FDH24,20.7,Low Fat,0.021464453999999997,Baking Goods,156.6288,OUT049,Supermarket Type1,3928.22
DRO47,10.195,Low Fat,0.112681821,Hard Drinks,113.986,OUT018,Supermarket Type2,452.744
NCJ42,19.75,Low Fat,0.014359584,Household,100.8332,OUT018,Supermarket Type2,1537.9979999999998
FDD05,19.35,Low Fat,0.016637301,Frozen Foods,120.9098,OUT049,Supermarket Type1,1687.1372
FDC39,7.405,Low Fat,0.159843921,Dairy,206.6296,OUT018,Supermarket Type2,3115.9440000000004
FDM58,16.85,Regular,0.080015028,Snack Foods,111.8544,OUT018,Supermarket Type2,1677.816
FDS50,17.0,Low Fat,0.055519560999999995,Dairy,219.8114,OUT049,Supermarket Type1,1108.557
FDT09,,Regular,0.012203915,Snack Foods,133.2284,OUT027,Supermarket Type3,4350.3372
FDR60,14.3,Low Fat,0.130946374,Baking Goods,76.7328,OUT018,Supermarket Type2,1312.9576
FDL52,,Regular,0.04586701,Frozen Foods,37.9506,OUT027,Supermarket Type3,910.8144
DRJ39,20.25,Low Fat,0.036474041,Dairy,218.3482,OUT018,Supermarket Type2,2409.5302
FDP28,13.65,Regular,0.080765853,Frozen Foods,262.8936,OUT049,Supermarket Type1,4958.8784
DRE15,13.35,Low Fat,0.017857847,Dairy,77.5012,OUT018,Supermarket Type2,1518.024
FDQ25,,Regular,0.028139761,Canned,173.7422,OUT027,Supermarket Type3,3621.2862
FDD20,14.15,LF,0.020798905,Fruits and Vegetables,123.6046,OUT018,Supermarket Type2,1245.046
FDW13,8.5,Low Fat,0.098283459,Canned,51.3324,OUT018,Supermarket Type2,934.7832
FDG52,13.65,Low Fat,0.065898197,Frozen Foods,46.1402,OUT018,Supermarket Type2,459.402
NCI31,,Low Fat,0.080933328,Others,37.519,OUT027,Supermarket Type3,842.237
FDE17,20.1,Regular,0.054540159000000005,Frozen Foods,152.1366,OUT049,Supermarket Type1,755.683
FDG34,11.5,Regular,0.037723476,Snack Foods,109.5254,OUT018,Supermarket Type2,1953.4572
FDD56,15.2,Regular,0.104201019,Fruits and Vegetables,176.5054,OUT018,Supermarket Type2,2976.7918
DRF60,10.8,Low Fat,0.052149675,Soft Drinks,239.9564,OUT049,Supermarket Type1,3813.7024
NCB54,8.76,Low Fat,0.05013052900000001,Health and Hygiene,128.3336,OUT049,Supermarket Type1,2556.672
FDH20,16.1,Regular,0.024987903,Fruits and Vegetables,97.34100000000001,OUT049,Supermarket Type1,1255.0330000000001
FDA38,5.44,Low Fat,0.025583714,Dairy,239.1538,OUT018,Supermarket Type2,480.7076
FDY47,,Regular,0.054220618,Breads,129.131,OUT027,Supermarket Type3,4933.5779999999995
FDU23,12.15,Low Fat,0.021811987,Breads,163.6184,OUT018,Supermarket Type2,2311.6576
FDU38,,Low Fat,0.082150145,Dairy,192.9504,OUT027,Supermarket Type3,7478.2656
FDR20,20.0,Regular,0.028167478,Fruits and Vegetables,45.5744,OUT049,Supermarket Type1,452.744
FDG40,,Low Fat,0.039631495,Frozen Foods,31.9558,OUT027,Supermarket Type3,984.7182
FDG29,17.6,Low Fat,0.056379439,Frozen Foods,42.7454,OUT049,Supermarket Type1,293.6178
NCA30,19.0,low fat,0.129534812,Household,190.1872,OUT049,Supermarket Type1,5105.3544
DRF23,4.61,Low Fat,0.122843005,Hard Drinks,172.4396,OUT049,Supermarket Type1,1569.9564
FDY10,17.6,Low Fat,0.049144165,Snack Foods,112.7176,OUT049,Supermarket Type1,1717.764
FDS43,11.65,Low Fat,0.040577878,Fruits and Vegetables,188.22400000000002,OUT049,Supermarket Type1,1304.968
NCM30,19.1,Low Fat,0.067400032,Household,41.9796,OUT049,Supermarket Type1,784.3124
FDO23,,Low Fat,0.14571827,Breads,94.3436,OUT027,Supermarket Type3,2269.0464
FDH09,,Low Fat,0.05580601599999999,Seafood,52.4982,OUT027,Supermarket Type3,1209.7586
FDX34,6.195,Low Fat,0.07209744900000001,Snack Foods,119.3098,OUT049,Supermarket Type1,1205.098
FDV60,20.2,Regular,0.11754371300000001,Baking Goods,197.31099999999998,OUT049,Supermarket Type1,3338.987
NCI30,20.25,Low Fat,0.059175599999999995,Household,245.046,OUT018,Supermarket Type2,4680.5740000000005
NCX30,16.7,Low Fat,0.026729067999999998,Household,248.4776,OUT018,Supermarket Type2,6439.6176
FDS11,7.05,Regular,0.055644887000000004,Breads,224.9088,OUT049,Supermarket Type1,2684.5056
DRL60,8.52,Low Fat,0.027101431000000002,Soft Drinks,151.7682,OUT049,Supermarket Type1,2439.4912
FDV09,12.1,Low Fat,0.020652362,Snack Foods,149.5734,OUT018,Supermarket Type2,2227.101
DRE49,20.75,Low Fat,0.021336565,Soft Drinks,153.6024,OUT018,Supermarket Type2,1366.2216
FDQ26,13.5,Regular,0.06814888599999999,Dairy,58.6562,OUT018,Supermarket Type2,711.0744
FDT24,12.35,Regular,0.186616421,Baking Goods,78.6328,OUT018,Supermarket Type2,1004.0264
FDJ07,7.26,Low Fat,0.014482278000000001,Meat,118.115,OUT018,Supermarket Type2,1864.24
FDP32,6.65,Low Fat,0.08780578800000001,Fruits and Vegetables,126.7678,OUT049,Supermarket Type1,1907.517
FDE32,,Low Fat,0.048522793,Fruits and Vegetables,39.6506,OUT027,Supermarket Type3,1024.6662
FDP56,8.185,LF,0.046556408,Fruits and Vegetables,47.7692,OUT049,Supermarket Type1,640.4996
FDN02,,Low Fat,0.07347023400000001,Canned,205.3638,OUT027,Supermarket Type3,5383.6588
NCJ31,19.2,Low Fat,0.18293775,Others,243.0196,OUT049,Supermarket Type1,3615.2940000000003
FDC02,,Low Fat,0.068489201,Canned,259.3278,OUT027,Supermarket Type3,4165.2448
DRI23,,Low Fat,0.136532569,Hard Drinks,159.6578,OUT027,Supermarket Type3,2888.2404
FDE04,19.75,Regular,0.018051091000000002,Frozen Foods,179.86599999999999,OUT049,Supermarket Type1,2696.49
NCJ05,,LF,0.045865089000000005,Health and Hygiene,152.3682,OUT027,Supermarket Type3,2287.0229999999997
NCN29,15.2,Low Fat,0.0,Health and Hygiene,47.8034,OUT049,Supermarket Type1,437.4306
FDT07,5.82,reg,0.0,Fruits and Vegetables,256.633,OUT049,Supermarket Type1,2050.6639999999998
FDI21,5.59,Regular,0.056833394,Snack Foods,61.9168,OUT018,Supermarket Type2,1214.4192
FDE10,,Regular,0.08951254199999999,Snack Foods,133.1626,OUT027,Supermarket Type3,3672.5528
FDL39,16.1,Regular,0.063429818,Dairy,179.4318,OUT049,Supermarket Type1,2345.6134
FDL04,19.0,Low Fat,0.11209743300000001,Frozen Foods,105.5622,OUT049,Supermarket Type1,1905.5196
DRG23,,Low Fat,0.086360962,Hard Drinks,151.2682,OUT027,Supermarket Type3,2439.4912
FDO45,13.15,Regular,0.03810738,Snack Foods,86.3856,OUT018,Supermarket Type2,615.1992
FDN44,13.15,Low Fat,0.022831052,Fruits and Vegetables,160.292,OUT049,Supermarket Type1,4793.76
FDS34,19.35,Regular,0.07687841599999999,Snack Foods,113.9518,OUT049,Supermarket Type1,1138.518
DRM59,5.88,Low Fat,0.0036067259999999998,Hard Drinks,154.1998,OUT018,Supermarket Type2,1384.1982
FDJ34,11.8,Regular,0.093801337,Snack Foods,126.0704,OUT049,Supermarket Type1,1251.704
FDV07,,Low Fat,0.031131455,Fruits and Vegetables,111.0228,OUT027,Supermarket Type3,3205.1612
NCB31,6.235,Low Fat,0.118858866,Household,263.291,OUT049,Supermarket Type1,3418.883
FDH14,17.1,Regular,0.046881328,Canned,141.3838,OUT049,Supermarket Type1,1685.8056
FDX11,16.0,Regular,0.107186944,Baking Goods,181.9634,OUT018,Supermarket Type2,3453.5046
NCC43,7.39,Low Fat,0.093160853,Household,251.3066,OUT018,Supermarket Type2,1004.0264
FDV38,,Low Fat,0.101281,Dairy,55.0956,OUT027,Supermarket Type3,2020.0372
FDN23,6.575,Regular,0.075625152,Breads,145.7444,OUT049,Supermarket Type1,3193.1768
FDA02,,Regular,0.029578726,Dairy,143.5786,OUT027,Supermarket Type3,3756.4436
FDD22,10.0,Low Fat,0.09980462300000001,Snack Foods,113.7544,OUT049,Supermarket Type1,3243.7776
FDU22,12.35,Low Fat,0.093441604,Snack Foods,119.1124,OUT049,Supermarket Type1,3673.8844
DRG48,,Low Fat,0.014484582,Soft Drinks,143.9102,OUT027,Supermarket Type3,3062.0142
FDU01,,Regular,0.011937183,Canned,184.7924,OUT027,Supermarket Type3,4442.2176
FDC17,12.15,Low Fat,0.015484763,Frozen Foods,211.9928,OUT049,Supermarket Type1,631.1784
NCM07,,Low Fat,0.03976832,Others,83.9908,OUT027,Supermarket Type3,2348.9424
FDY35,,Regular,0.015950066000000002,Breads,47.7402,OUT027,Supermarket Type3,1975.4286
FDS28,,Regular,0.082002559,Frozen Foods,59.2588,OUT027,Supermarket Type3,1374.2112
FDF29,15.1,Regular,0.019965179,Frozen Foods,130.531,OUT049,Supermarket Type1,908.817
FDA47,,Regular,0.11610879699999999,Baking Goods,164.12099999999998,OUT027,Supermarket Type3,6035.477
NCR41,17.85,Low Fat,0.018097419,Health and Hygiene,96.9094,OUT018,Supermarket Type2,1332.9316
FDR09,18.25,Low Fat,0.078041216,Snack Foods,258.4962,OUT018,Supermarket Type2,2848.9582
NCA06,,Low Fat,0.142589751,Household,35.919000000000004,OUT027,Supermarket Type3,585.904
FDL56,14.1,Low Fat,0.126292985,Fruits and Vegetables,88.6198,OUT018,Supermarket Type2,1133.8574
NCQ53,17.6,Low Fat,0.018982338,Health and Hygiene,237.05900000000003,OUT018,Supermarket Type2,2836.308
FDT40,5.985,LF,0.09618555599999999,Frozen Foods,127.1678,OUT018,Supermarket Type2,3560.6984
FDV37,13.0,Regular,0.08364371599999999,Canned,196.0426,OUT049,Supermarket Type1,2570.6538
NCQ50,18.75,Low Fat,0.034360687,Household,215.7218,OUT049,Supermarket Type1,4274.436
NCE54,,Low Fat,0.026769592000000002,Household,77.0354,OUT027,Supermarket Type3,2332.2974
FDO39,6.985,Regular,0.137580452,Meat,182.8608,OUT049,Supermarket Type1,4042.7376
FDC05,13.1,Regular,0.09918699199999999,Frozen Foods,198.7768,OUT018,Supermarket Type2,3153.2288
DRJ59,,Low Fat,0.0,Hard Drinks,39.0164,OUT027,Supermarket Type3,1042.6428
FDK27,11.0,Low Fat,0.008960445,Meat,119.1756,OUT049,Supermarket Type1,1696.4584
DRK35,,Low Fat,0.071498575,Hard Drinks,37.7506,OUT027,Supermarket Type3,796.9626
NCO07,9.06,Low Fat,0.009791467,Others,213.25599999999997,OUT049,Supermarket Type1,4687.232
FDB49,8.3,Regular,0.030198227999999997,Baking Goods,98.2384,OUT049,Supermarket Type1,2167.8448
FDY44,14.15,Regular,0.024442501000000002,Fruits and Vegetables,196.41099999999997,OUT049,Supermarket Type1,2749.7540000000004
NCI54,,Low Fat,0.033436336000000004,Household,107.3912,OUT027,Supermarket Type3,3057.3536
FDI48,11.85,Regular,0.055805027,Baking Goods,53.0666,OUT049,Supermarket Type1,512.6659999999999
FDT32,19.0,Regular,0.065735977,Fruits and Vegetables,189.6214,OUT049,Supermarket Type1,2826.321
FDM10,18.25,Low Fat,0.07608971099999999,Snack Foods,212.9218,OUT049,Supermarket Type1,3846.9924
FDS21,19.85,Regular,0.020908608000000002,Snack Foods,63.5194,OUT049,Supermarket Type1,557.2746
FDL04,,Low Fat,0.111381428,Frozen Foods,106.7622,OUT027,Supermarket Type3,2964.1416
FDO58,19.6,Low Fat,0.039738393,Snack Foods,163.7526,OUT018,Supermarket Type2,2960.1468
FDT22,10.395,Low Fat,0.11255385300000001,Snack Foods,59.022,OUT018,Supermarket Type2,1378.2060000000001
FDU21,,Regular,0.076348933,Snack Foods,32.8558,OUT027,Supermarket Type3,713.0718
NCP30,20.5,Low Fat,0.032819637,Household,38.9822,OUT049,Supermarket Type1,982.055
FDR27,15.1,Regular,0.09624984199999999,Meat,134.4942,OUT049,Supermarket Type1,2119.9072
DRZ24,,Low Fat,0.0,Soft Drinks,121.044,OUT027,Supermarket Type3,2396.88
FDQ12,,Low Fat,0.03523927,Baking Goods,231.601,OUT027,Supermarket Type3,5972.226
DRB25,,Low Fat,0.06912336,Soft Drinks,106.0938,OUT027,Supermarket Type3,2787.0388
FDX50,20.1,Low Fat,0.074931201,Dairy,108.9228,OUT018,Supermarket Type2,1105.228
FDN57,18.25,Low Fat,0.054318517000000004,Snack Foods,140.9154,OUT049,Supermarket Type1,6381.693
FDX03,,Regular,0.060800115999999994,Meat,44.4744,OUT027,Supermarket Type3,769.6648
FDS28,8.18,Regular,0.08273726099999999,Frozen Foods,57.3588,OUT018,Supermarket Type2,343.5528
FDG02,,Low Fat,0.011206632,Canned,191.4188,OUT027,Supermarket Type3,3998.7948
NCL05,19.6,Low Fat,0.0,Health and Hygiene,42.876999999999995,OUT049,Supermarket Type1,649.155
FDV21,,Low Fat,0.170254469,Snack Foods,124.8704,OUT027,Supermarket Type3,2127.8968
FDM56,,low fat,0.069851683,Fruits and Vegetables,110.9912,OUT027,Supermarket Type3,1310.2944
FDI14,14.1,Low Fat,0.090043082,Canned,140.1496,OUT018,Supermarket Type2,846.8976
NCM41,16.5,Low Fat,0.035711426,Health and Hygiene,93.61200000000001,OUT049,Supermarket Type1,1584.604
DRY23,,Regular,0.10856806699999999,Soft Drinks,42.9112,OUT027,Supermarket Type3,809.6128
FDZ52,,Low Fat,0.099589909,Frozen Foods,109.1886,OUT027,Supermarket Type3,4225.1668
NCX18,14.15,Low Fat,0.008829805999999999,Household,196.81099999999998,OUT018,Supermarket Type2,4517.4529999999995
FDM34,19.0,Low Fat,0.067722325,Snack Foods,130.8626,OUT018,Supermarket Type2,1573.9512
FDG60,,Low Fat,0.060405784000000004,Baking Goods,234.5616,OUT027,Supermarket Type3,6796.4864
NCA06,20.5,Low Fat,0.0,Household,37.119,OUT018,Supermarket Type2,842.237
FDP04,15.35,Low Fat,0.013869039,Frozen Foods,62.5168,OUT018,Supermarket Type2,447.4176
FDU59,5.78,Low Fat,0.096536082,Breads,162.8552,OUT049,Supermarket Type1,3574.0144
FDA36,,Low Fat,0.005638944,Baking Goods,184.9924,OUT027,Supermarket Type3,3146.5708
FDZ12,9.17,Low Fat,0.103138922,Baking Goods,141.747,OUT049,Supermarket Type1,3006.087
NCB54,8.76,Low Fat,0.050256604,Health and Hygiene,127.3336,OUT018,Supermarket Type2,2684.5056
FDM16,8.155,Regular,0.033692089,Frozen Foods,76.2354,OUT018,Supermarket Type2,1279.0018
FDJ55,,Regular,0.023417003999999998,Meat,223.8404,OUT027,Supermarket Type3,7201.2928
FDD50,18.85,Low Fat,0.142219209,Canned,167.6132,OUT018,Supermarket Type2,1522.0188
NCK18,9.6,Low Fat,0.006708517,Household,164.6184,OUT049,Supermarket Type1,2972.1312
FDC16,11.5,Regular,0.020653603,Dairy,84.954,OUT018,Supermarket Type2,865.54
FDF17,5.19,Low Fat,0.042687151,Frozen Foods,195.91099999999997,OUT049,Supermarket Type1,2946.165
FDB34,15.25,Low Fat,0.026651183999999998,Snack Foods,86.6198,OUT049,Supermarket Type1,1657.1762
FDM60,10.8,Regular,0.048218142,Baking Goods,42.2138,OUT049,Supermarket Type1,690.4346
FDV51,,Low Fat,0.032381325,Meat,166.1842,OUT027,Supermarket Type3,5470.8786
FDT33,7.81,Regular,0.034043502999999996,Snack Foods,168.7158,OUT049,Supermarket Type1,2673.8528
FDP11,,Low Fat,0.068765925,Breads,216.9166,OUT027,Supermarket Type3,4354.332
NCN43,,Low Fat,0.0067270080000000005,Others,125.17299999999999,OUT027,Supermarket Type3,3202.498
FDA15,9.3,Low Fat,0.016087659,Dairy,249.6092,OUT018,Supermarket Type2,5976.2208
FDF20,,Low Fat,0.033059299,Fruits and Vegetables,196.4768,OUT027,Supermarket Type3,6306.4576
FDK38,6.65,Low Fat,0.053372768,Canned,149.5734,OUT049,Supermarket Type1,2524.0478
DRB24,8.785,Low Fat,0.020609218000000002,Soft Drinks,155.1656,OUT049,Supermarket Type1,4016.1056
NCE07,,Low Fat,0.013066448,Household,140.9154,OUT027,Supermarket Type3,2127.231
FDI16,,reg,0.135118202,Frozen Foods,52.56399999999999,OUT027,Supermarket Type3,2290.3520000000003
FDW09,,Regular,0.025795292999999997,Snack Foods,80.2302,OUT027,Supermarket Type3,2139.2154
FDF12,,Low Fat,0.082028694,Baking Goods,148.6076,OUT027,Supermarket Type3,3990.8052
FDN21,18.6,Low Fat,0.076975118,Snack Foods,161.8236,OUT049,Supermarket Type1,1611.236
NCP18,12.15,Low Fat,0.028642712,Household,149.0708,OUT049,Supermarket Type1,1203.7664
NCJ31,,LF,0.18176926399999999,Others,240.6196,OUT027,Supermarket Type3,4579.3724
FDW25,5.175,Low Fat,0.037457098,Canned,83.4224,OUT049,Supermarket Type1,1448.7808
FDN34,15.6,Regular,0.045835395,Snack Foods,168.2132,OUT049,Supermarket Type1,2367.5848
FDS45,5.175,Regular,0.029616108,Snack Foods,107.7622,OUT018,Supermarket Type2,2011.3818
NCL53,,Low Fat,0.0,Health and Hygiene,175.4028,OUT027,Supermarket Type3,6729.9064
FDT38,18.7,Low Fat,0.0576269,Dairy,83.3566,OUT049,Supermarket Type1,1860.2452
FDF57,,Regular,0.058542509000000006,Fruits and Vegetables,168.6448,OUT027,Supermarket Type3,3408.8959999999997
FDS26,20.35,Low Fat,0.08960832099999999,Dairy,262.1594,OUT049,Supermarket Type1,3139.9128
NCB18,19.6,Low Fat,0.041355366,Household,88.7514,OUT049,Supermarket Type1,2656.542
DRE13,6.28,Low Fat,0.027748176,Soft Drinks,86.5198,OUT049,Supermarket Type1,1395.5168
DRG23,8.88,Low Fat,0.086916126,Hard Drinks,153.3682,OUT049,Supermarket Type1,1219.7456
FDA44,19.7,LF,0.053439522,Fruits and Vegetables,55.093,OUT018,Supermarket Type2,1018.674
FDS23,4.635,Low Fat,0.14110815599999998,Breads,128.2994,OUT049,Supermarket Type1,2698.4874
DRE03,19.6,Low Fat,0.024325592000000004,Dairy,48.5718,OUT018,Supermarket Type2,425.4462
FDH50,,Regular,0.160653682,Canned,185.2266,OUT027,Supermarket Type3,5901.6512
FDB38,19.5,Regular,0.027458099,Canned,158.792,OUT018,Supermarket Type2,2556.672
FDN04,11.8,Regular,0.014144442,Frozen Foods,180.4344,OUT018,Supermarket Type2,535.3032
FDI35,14.0,Low Fat,0.041355366,Starchy Foods,182.0634,OUT049,Supermarket Type1,4544.085
FDZ20,16.1,Low Fat,0.0343603,Fruits and Vegetables,253.4356,OUT049,Supermarket Type1,2797.6916
FDR56,15.5,Regular,0.10092250300000001,Fruits and Vegetables,199.0768,OUT049,Supermarket Type1,2759.0752
NCV41,,LF,0.016956266,Health and Hygiene,109.3228,OUT027,Supermarket Type3,2431.5016
NCB30,14.6,Low Fat,0.025742955,Household,197.1084,OUT049,Supermarket Type1,4761.8016
FDX23,6.445,Low Fat,0.029812714,Baking Goods,95.4436,OUT018,Supermarket Type2,1229.0668
FDY60,,Regular,0.02624324,Baking Goods,143.8128,OUT027,Supermarket Type3,4458.1968
FDQ16,19.7,LF,0.041803291,Frozen Foods,110.3912,OUT049,Supermarket Type1,3275.736
FDL36,15.1,Low Fat,0.076385385,Baking Goods,88.48299999999999,OUT018,Supermarket Type2,988.7130000000001
FDE09,,Low Fat,0.021498767999999998,Fruits and Vegetables,111.5228,OUT027,Supermarket Type3,1768.3648
FDZ45,14.1,Low Fat,0.06714840700000001,Snack Foods,200.4084,OUT018,Supermarket Type2,3968.1679999999997
FDU25,,Low Fat,0.026552056,Canned,56.2246,OUT027,Supermarket Type3,1737.7379999999998
FDT43,16.35,Low Fat,0.020579897,Fruits and Vegetables,52.1324,OUT049,Supermarket Type1,934.7832
